Track,Driver,Team,GridPosition,Stint,Compound,StintLength,PitLap,AvgAirTemp,AvgTrackTemp
Spanish,ZHO,Kick Sauber,15.0,2,MEDIUM,32,10.0,24.132467532467533,41.096103896103905
Spanish,ZHO,Kick Sauber,15.0,3,HARD,24,42.0,24.132467532467533,41.096103896103905
Spanish,STR,Aston Martin,14.0,1,SOFT,17,,24.132467532467533,41.096103896103905
Spanish,STR,Aston Martin,14.0,2,MEDIUM,20,18.0,24.132467532467533,41.096103896103905
Spanish,STR,Aston Martin,14.0,3,HARD,28,38.0,24.132467532467533,41.096103896103905
Spanish,RIC,RB,18.0,1,SOFT,16,,24.132467532467533,41.096103896103905
Spanish,RIC,RB,18.0,2,MEDIUM,26,17.0,24.132467532467533,41.096103896103905
Spanish,RIC,RB,18.0,3,HARD,23,43.0,24.132467532467533,41.096103896103905
Spanish,BOT,Kick Sauber,12.0,1,SOFT,28,,24.132467532467533,41.096103896103905
Spanish,BOT,Kick Sauber,12.0,2,HARD,37,29.0,24.132467532467533,41.096103896103905
Spanish,MAG,Haas F1 Team,16.0,1,SOFT,10,,24.132467532467533,41.096103896103905
Spanish,MAG,Haas F1 Team,16.0,2,MEDIUM,19,11.0,24.132467532467533,41.096103896103905
Spanish,MAG,Haas F1 Team,16.0,3,HARD,36,30.0,24.132467532467533,41.096103896103905
Spanish,ALB,Williams,20.0,1,MEDIUM,18,,24.132467532467533,41.096103896103905
Spanish,ALB,Williams,20.0,2,SOFT,47,19.0,24.132467532467533,41.096103896103905
Spanish,TSU,RB,17.0,1,SOFT,9,,24.132467532467533,41.096103896103905
Spanish,TSU,RB,17.0,2,MEDIUM,18,10.0,24.132467532467533,41.096103896103905
Spanish,TSU,RB,17.0,3,HARD,17,28.0,24.132467532467533,41.096103896103905
Spanish,TSU,RB,17.0,4,SOFT,21,45.0,24.132467532467533,41.096103896103905
Spanish,SAR,Williams,19.0,1,SOFT,14,,24.132467532467533,41.096103896103905
Spanish,SAR,Williams,19.0,2,MEDIUM,20,15.0,24.132467532467533,41.096103896103905
Spanish,SAR,Williams,19.0,3,HARD,30,35.0,24.132467532467533,41.096103896103905
Austrian,RUS,Mercedes,3.0,1,MEDIUM,46,,29.42587412587413,46.420979020979026
Austrian,RUS,Mercedes,3.0,2,HARD,25,47.0,29.42587412587413,46.420979020979026
Austrian,PIA,McLaren,7.0,1,MEDIUM,25,,29.42587412587413,46.420979020979026
Austrian,PIA,McLaren,7.0,2,HARD,26,26.0,29.42587412587413,46.420979020979026
Austrian,PIA,McLaren,7.0,3,MEDIUM,20,52.0,29.42587412587413,46.420979020979026
Austrian,SAI,Ferrari,4.0,1,MEDIUM,22,,29.42587412587413,46.420979020979026
Austrian,SAI,Ferrari,4.0,2,HARD,25,23.0,29.42587412587413,46.420979020979026
Austrian,SAI,Ferrari,4.0,3,MEDIUM,24,48.0,29.42587412587413,46.420979020979026
Austrian,HAM,Mercedes,5.0,1,MEDIUM,21,,29.42587412587413,46.420979020979026
Austrian,HAM,Mercedes,5.0,2,HARD,32,22.0,29.42587412587413,46.420979020979026
Austrian,HAM,Mercedes,5.0,3,MEDIUM,18,54.0,29.42587412587413,46.420979020979026
Austrian,VER,Red Bull Racing,1.0,1,MEDIUM,23,,29.42587412587413,46.420979020979026
Austrian,VER,Red Bull Racing,1.0,2,HARD,28,24.0,29.42587412587413,46.420979020979026
Austrian,VER,Red Bull Racing,1.0,3,MEDIUM,13,52.0,29.42587412587413,46.420979020979026
Austrian,VER,Red Bull Racing,1.0,4,SOFT,7,65.0,29.42587412587413,46.420979020979026
Austrian,HUL,Haas F1 Team,9.0,1,MEDIUM,11,,29.42587412587413,46.420979020979026
Austrian,HUL,Haas F1 Team,9.0,2,HARD,60,12.0,29.42587412587413,46.420979020979026
Austrian,PER,Red Bull Racing,8.0,1,MEDIUM,21,,29.42587412587413,46.420979020979026
Austrian,PER,Red Bull Racing,8.0,2,HARD,30,22.0,29.42587412587413,46.420979020979026
Austrian,PER,Red Bull Racing,8.0,3,MEDIUM,20,52.0,29.42587412587413,46.420979020979026
Austrian,MAG,Haas F1 Team,12.0,1,MEDIUM,10,,29.42587412587413,46.420979020979026
Austrian,MAG,Haas F1 Team,12.0,2,HARD,61,11.0,29.42587412587413,46.420979020979026
Austrian,RIC,RB,11.0,1,MEDIUM,10,,29.42587412587413,46.420979020979026
Austrian,RIC,RB,11.0,2,HARD,61,11.0,29.42587412587413,46.420979020979026
Austrian,GAS,Alpine,13.0,1,MEDIUM,20,,29.42587412587413,46.420979020979026
Austrian,GAS,Alpine,13.0,2,HARD,22,21.0,29.42587412587413,46.420979020979026
Austrian,GAS,Alpine,13.0,3,MEDIUM,29,43.0,29.42587412587413,46.420979020979026
Austrian,LEC,Ferrari,6.0,1,MEDIUM,1,,29.42587412587413,46.420979020979026
Austrian,LEC,Ferrari,6.0,2,HARD,15,2.0,29.42587412587413,46.420979020979026
Austrian,LEC,Ferrari,6.0,3,MEDIUM,55,17.0,29.42587412587413,46.420979020979026
Austrian,OCO,Alpine,10.0,1,MEDIUM,19,,29.42587412587413,46.420979020979026
Austrian,OCO,Alpine,10.0,2,HARD,24,20.0,29.42587412587413,46.420979020979026
Austrian,OCO,Alpine,10.0,3,MEDIUM,28,44.0,29.42587412587413,46.420979020979026
Austrian,STR,Aston Martin,17.0,1,MEDIUM,43,,29.42587412587413,46.420979020979026
Austrian,STR,Aston Martin,17.0,2,HARD,27,44.0,29.42587412587413,46.420979020979026
Austrian,TSU,RB,14.0,1,MEDIUM,21,,29.42587412587413,46.420979020979026
Austrian,TSU,RB,14.0,2,HARD,49,22.0,29.42587412587413,46.420979020979026
Austrian,ALB,Williams,16.0,1,MEDIUM,12,,29.42587412587413,46.420979020979026
Austrian,ALB,Williams,16.0,2,HARD,58,13.0,29.42587412587413,46.420979020979026
Austrian,BOT,Kick Sauber,18.0,1,MEDIUM,19,,29.42587412587413,46.420979020979026
Austrian,BOT,Kick Sauber,18.0,2,HARD,51,20.0,29.42587412587413,46.420979020979026
Austrian,ZHO,Kick Sauber,20.0,1,HARD,28,,29.42587412587413,46.420979020979026
Austrian,ZHO,Kick Sauber,20.0,2,MEDIUM,23,29.0,29.42587412587413,46.420979020979026
Austrian,ZHO,Kick Sauber,20.0,3,HARD,19,52.0,29.42587412587413,46.420979020979026
Austrian,ALO,Aston Martin,15.0,1,MEDIUM,35,,29.42587412587413,46.420979020979026
Austrian,ALO,Aston Martin,15.0,2,HARD,33,36.0,29.42587412587413,46.420979020979026
Austrian,ALO,Aston Martin,15.0,3,SOFT,2,69.0,29.42587412587413,46.420979020979026
Austrian,SAR,Williams,19.0,1,MEDIUM,20,,29.42587412587413,46.420979020979026
Austrian,SAR,Williams,19.0,2,HARD,29,21.0,29.42587412587413,46.420979020979026
Austrian,SAR,Williams,19.0,3,MEDIUM,20,50.0,29.42587412587413,46.420979020979026
Austrian,NOR,McLaren,2.0,1,MEDIUM,23,,29.42587412587413,46.420979020979026
Austrian,NOR,McLaren,2.0,2,HARD,28,24.0,29.42587412587413,46.420979020979026
Austrian,NOR,McLaren,2.0,3,MEDIUM,13,52.0,29.42587412587413,46.420979020979026
British,HAM,Mercedes,2.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,HAM,Mercedes,2.0,2,INTERMEDIATE,11,28.0,15.77074829931973,27.670068027210885
British,HAM,Mercedes,2.0,3,SOFT,14,39.0,15.77074829931973,27.670068027210885
British,VER,Red Bull Racing,4.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,VER,Red Bull Racing,4.0,2,INTERMEDIATE,12,27.0,15.77074829931973,27.670068027210885
British,VER,Red Bull Racing,4.0,3,HARD,14,39.0,15.77074829931973,27.670068027210885
British,NOR,McLaren,3.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,NOR,McLaren,3.0,2,INTERMEDIATE,12,28.0,15.77074829931973,27.670068027210885
British,NOR,McLaren,3.0,3,SOFT,13,40.0,15.77074829931973,27.670068027210885
British,PIA,McLaren,5.0,1,MEDIUM,28,,15.77074829931973,27.670068027210885
British,PIA,McLaren,5.0,2,INTERMEDIATE,10,29.0,15.77074829931973,27.670068027210885
British,PIA,McLaren,5.0,3,MEDIUM,14,39.0,15.77074829931973,27.670068027210885
British,SAI,Ferrari,7.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,SAI,Ferrari,7.0,2,INTERMEDIATE,13,27.0,15.77074829931973,27.670068027210885
British,SAI,Ferrari,7.0,3,HARD,11,40.0,15.77074829931973,27.670068027210885
British,SAI,Ferrari,7.0,4,SOFT,2,51.0,15.77074829931973,27.670068027210885
British,HUL,Haas F1 Team,6.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,HUL,Haas F1 Team,6.0,2,INTERMEDIATE,13,27.0,15.77074829931973,27.670068027210885
British,HUL,Haas F1 Team,6.0,3,SOFT,13,40.0,15.77074829931973,27.670068027210885
British,STR,Aston Martin,8.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,STR,Aston Martin,8.0,2,INTERMEDIATE,13,27.0,15.77074829931973,27.670068027210885
British,STR,Aston Martin,8.0,3,MEDIUM,13,40.0,15.77074829931973,27.670068027210885
British,ALO,Aston Martin,10.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,ALO,Aston Martin,10.0,2,INTERMEDIATE,11,28.0,15.77074829931973,27.670068027210885
British,ALO,Aston Martin,10.0,3,MEDIUM,14,39.0,15.77074829931973,27.670068027210885
British,ALB,Williams,9.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,ALB,Williams,9.0,2,INTERMEDIATE,11,28.0,15.77074829931973,27.670068027210885
British,ALB,Williams,9.0,3,MEDIUM,14,39.0,15.77074829931973,27.670068027210885
British,TSU,RB,13.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,TSU,RB,13.0,2,INTERMEDIATE,11,28.0,15.77074829931973,27.670068027210885
British,TSU,RB,13.0,3,SOFT,14,39.0,15.77074829931973,27.670068027210885
British,SAR,Williams,12.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,SAR,Williams,12.0,2,INTERMEDIATE,11,28.0,15.77074829931973,27.670068027210885
British,SAR,Williams,12.0,3,SOFT,14,39.0,15.77074829931973,27.670068027210885
British,MAG,Haas F1 Team,17.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,MAG,Haas F1 Team,17.0,2,INTERMEDIATE,10,28.0,15.77074829931973,27.670068027210885
British,MAG,Haas F1 Team,17.0,3,SOFT,15,38.0,15.77074829931973,27.670068027210885
British,RIC,RB,15.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,RIC,RB,15.0,2,INTERMEDIATE,11,27.0,15.77074829931973,27.670068027210885
British,RIC,RB,15.0,3,SOFT,14,38.0,15.77074829931973,27.670068027210885
British,LEC,Ferrari,11.0,1,MEDIUM,19,,15.77074829931973,27.670068027210885
British,LEC,Ferrari,11.0,2,INTERMEDIATE,18,20.0,15.77074829931973,27.670068027210885
British,LEC,Ferrari,11.0,3,SOFT,14,38.0,15.77074829931973,27.670068027210885
British,BOT,Kick Sauber,16.0,1,MEDIUM,26,,15.77074829931973,27.670068027210885
British,BOT,Kick Sauber,16.0,2,INTERMEDIATE,11,27.0,15.77074829931973,27.670068027210885
British,BOT,Kick Sauber,16.0,3,SOFT,14,38.0,15.77074829931973,27.670068027210885
British,OCO,Alpine,18.0,1,SOFT,19,,15.77074829931973,27.670068027210885
British,OCO,Alpine,18.0,2,INTERMEDIATE,2,20.0,15.77074829931973,27.670068027210885
British,OCO,Alpine,18.0,3,MEDIUM,5,22.0,15.77074829931973,27.670068027210885
British,OCO,Alpine,18.0,4,INTERMEDIATE,12,27.0,15.77074829931973,27.670068027210885
British,OCO,Alpine,18.0,5,MEDIUM,12,39.0,15.77074829931973,27.670068027210885
British,PER,Red Bull Racing,20.0,1,HARD,19,,15.77074829931973,27.670068027210885
British,PER,Red Bull Racing,20.0,2,INTERMEDIATE,18,20.0,15.77074829931973,27.670068027210885
British,PER,Red Bull Racing,20.0,3,MEDIUM,10,38.0,15.77074829931973,27.670068027210885
British,PER,Red Bull Racing,20.0,4,SOFT,3,48.0,15.77074829931973,27.670068027210885
British,ZHO,Kick Sauber,14.0,1,SOFT,12,,15.77074829931973,27.670068027210885
British,ZHO,Kick Sauber,14.0,2,MEDIUM,7,13.0,15.77074829931973,27.670068027210885
British,ZHO,Kick Sauber,14.0,3,INTERMEDIATE,18,20.0,15.77074829931973,27.670068027210885
British,ZHO,Kick Sauber,14.0,4,SOFT,13,38.0,15.77074829931973,27.670068027210885
British,RUS,Mercedes,1.0,1,MEDIUM,27,,15.77074829931973,27.670068027210885
British,RUS,Mercedes,1.0,2,INTERMEDIATE,6,28.0,15.77074829931973,27.670068027210885
British,GAS,Alpine,19.0,1,MEDIUM,1,,15.77074829931973,27.670068027210885
Dutch,NOR,McLaren,1.0,1,MEDIUM,28,,19.00588235294118,30.80588235294118
Dutch,NOR,McLaren,1.0,2,HARD,44,29.0,19.00588235294118,30.80588235294118
Dutch,VER,Red Bull Racing,2.0,1,MEDIUM,27,,19.00588235294118,30.80588235294118
Dutch,VER,Red Bull Racing,2.0,2,HARD,45,28.0,19.00588235294118,30.80588235294118
Dutch,LEC,Ferrari,6.0,1,MEDIUM,24,,19.00588235294118,30.80588235294118
Dutch,LEC,Ferrari,6.0,2,HARD,48,25.0,19.00588235294118,30.80588235294118
Dutch,PIA,McLaren,3.0,1,MEDIUM,33,,19.00588235294118,30.80588235294118
Dutch,PIA,McLaren,3.0,2,HARD,39,34.0,19.00588235294118,30.80588235294118
Dutch,SAI,Ferrari,10.0,1,MEDIUM,30,,19.00588235294118,30.80588235294118
Dutch,SAI,Ferrari,10.0,2,HARD,42,31.0,19.00588235294118,30.80588235294118
Dutch,PER,Red Bull Racing,5.0,1,MEDIUM,29,,19.00588235294118,30.80588235294118
Dutch,PER,Red Bull Racing,5.0,2,HARD,43,30.0,19.00588235294118,30.80588235294118
Dutch,RUS,Mercedes,4.0,1,MEDIUM,25,,19.00588235294118,30.80588235294118
Dutch,RUS,Mercedes,4.0,2,HARD,29,26.0,19.00588235294118,30.80588235294118
Dutch,RUS,Mercedes,4.0,3,SOFT,18,55.0,19.00588235294118,30.80588235294118
Dutch,HAM,Mercedes,14.0,1,SOFT,23,,19.00588235294118,30.80588235294118
Dutch,HAM,Mercedes,14.0,2,HARD,25,24.0,19.00588235294118,30.80588235294118
Dutch,HAM,Mercedes,14.0,3,SOFT,24,49.0,19.00588235294118,30.80588235294118
Dutch,GAS,Alpine,9.0,1,MEDIUM,32,,19.00588235294118,30.80588235294118
Dutch,GAS,Alpine,9.0,2,HARD,39,33.0,19.00588235294118,30.80588235294118
Dutch,ALO,Aston Martin,7.0,1,MEDIUM,31,,19.00588235294118,30.80588235294118
Dutch,ALO,Aston Martin,7.0,2,HARD,40,32.0,19.00588235294118,30.80588235294118
Dutch,HUL,Haas F1 Team,12.0,1,MEDIUM,14,,19.00588235294118,30.80588235294118
Dutch,HUL,Haas F1 Team,12.0,2,HARD,57,15.0,19.00588235294118,30.80588235294118
Dutch,RIC,RB,13.0,1,MEDIUM,29,,19.00588235294118,30.80588235294118
Dutch,RIC,RB,13.0,2,HARD,42,30.0,19.00588235294118,30.80588235294118
Dutch,STR,Aston Martin,8.0,1,MEDIUM,30,,19.00588235294118,30.80588235294118
Dutch,STR,Aston Martin,8.0,2,HARD,41,31.0,19.00588235294118,30.80588235294118
Dutch,ALB,Williams,19.0,1,MEDIUM,12,,19.00588235294118,30.80588235294118
Dutch,ALB,Williams,19.0,2,HARD,42,13.0,19.00588235294118,30.80588235294118
Dutch,ALB,Williams,19.0,3,MEDIUM,17,55.0,19.00588235294118,30.80588235294118
Dutch,OCO,Alpine,15.0,1,MEDIUM,30,,19.00588235294118,30.80588235294118
Dutch,OCO,Alpine,15.0,2,HARD,41,31.0,19.00588235294118,30.80588235294118
Dutch,SAR,Williams,18.0,1,MEDIUM,22,,19.00588235294118,30.80588235294118
Dutch,SAR,Williams,18.0,2,HARD,49,23.0,19.00588235294118,30.80588235294118
Dutch,TSU,RB,11.0,1,SOFT,14,,19.00588235294118,30.80588235294118
Dutch,TSU,RB,11.0,2,MEDIUM,18,15.0,19.00588235294118,30.80588235294118
Dutch,TSU,RB,11.0,3,HARD,39,33.0,19.00588235294118,30.80588235294118
Dutch,MAG,Haas F1 Team,20.0,1,HARD,40,,19.00588235294118,30.80588235294118
Dutch,MAG,Haas F1 Team,20.0,2,MEDIUM,31,41.0,19.00588235294118,30.80588235294118
Dutch,BOT,Kick Sauber,16.0,1,SOFT,15,,19.00588235294118,30.80588235294118
Dutch,BOT,Kick Sauber,16.0,2,HARD,28,16.0,19.00588235294118,30.80588235294118
Dutch,BOT,Kick Sauber,16.0,3,MEDIUM,27,44.0,19.00588235294118,30.80588235294118
Dutch,ZHO,Kick Sauber,17.0,1,MEDIUM,18,,19.00588235294118,30.80588235294118
Dutch,ZHO,Kick Sauber,17.0,2,HARD,33,19.0,19.00588235294118,30.80588235294118
Dutch,ZHO,Kick Sauber,17.0,3,SOFT,19,52.0,19.00588235294118,30.80588235294118
Monza,LEC,Ferrari,4.0,1,MEDIUM,15,,33.1015037593985,49.31127819548872
Monza,LEC,Ferrari,4.0,2,HARD,38,16.0,33.1015037593985,49.31127819548872
Monza,PIA,McLaren,2.0,1,MEDIUM,16,,33.1015037593985,49.31127819548872
Monza,PIA,McLaren,2.0,2,HARD,37,17.0,33.1015037593985,49.31127819548872
Monza,NOR,McLaren,1.0,1,MEDIUM,14,,33.1015037593985,49.31127819548872
Monza,NOR,McLaren,1.0,2,HARD,39,15.0,33.1015037593985,49.31127819548872
Monza,SAI,Ferrari,5.0,1,MEDIUM,19,,33.1015037593985,49.31127819548872
Monza,SAI,Ferrari,5.0,2,HARD,34,20.0,33.1015037593985,49.31127819548872
Monza,HAM,Mercedes,6.0,1,MEDIUM,15,,33.1015037593985,49.31127819548872
Monza,HAM,Mercedes,6.0,2,HARD,38,16.0,33.1015037593985,49.31127819548872
Monza,VER,Red Bull Racing,7.0,1,HARD,41,,33.1015037593985,49.31127819548872
Monza,VER,Red Bull Racing,7.0,2,MEDIUM,12,42.0,33.1015037593985,49.31127819548872
Monza,RUS,Mercedes,3.0,1,MEDIUM,11,,33.1015037593985,49.31127819548872
Monza,RUS,Mercedes,3.0,2,HARD,42,12.0,33.1015037593985,49.31127819548872
Monza,PER,Red Bull Racing,8.0,1,HARD,35,,33.1015037593985,49.31127819548872
Monza,PER,Red Bull Racing,8.0,2,MEDIUM,18,36.0,33.1015037593985,49.31127819548872
Monza,ALB,Williams,9.0,1,MEDIUM,17,,33.1015037593985,49.31127819548872
Monza,ALB,Williams,9.0,2,HARD,36,18.0,33.1015037593985,49.31127819548872
Monza,MAG,Haas F1 Team,13.0,1,MEDIUM,14,,33.1015037593985,49.31127819548872
Monza,MAG,Haas F1 Team,13.0,2,HARD,39,15.0,33.1015037593985,49.31127819548872
Monza,ALO,Aston Martin,11.0,1,MEDIUM,12,,33.1015037593985,49.31127819548872
Monza,ALO,Aston Martin,11.0,2,HARD,41,13.0,33.1015037593985,49.31127819548872
Monza,COL,Williams,18.0,1,MEDIUM,16,,33.1015037593985,49.31127819548872
Monza,COL,Williams,18.0,2,HARD,37,17.0,33.1015037593985,49.31127819548872
Monza,RIC,RB,12.0,1,MEDIUM,11,,33.1015037593985,49.31127819548872
Monza,RIC,RB,12.0,2,HARD,42,12.0,33.1015037593985,49.31127819548872
Monza,OCO,Alpine,15.0,1,HARD,31,,33.1015037593985,49.31127819548872
Monza,OCO,Alpine,15.0,2,MEDIUM,21,32.0,33.1015037593985,49.31127819548872
Monza,GAS,Alpine,14.0,1,MEDIUM,10,,33.1015037593985,49.31127819548872
Monza,GAS,Alpine,14.0,2,HARD,42,11.0,33.1015037593985,49.31127819548872
Monza,BOT,Kick Sauber,19.0,1,HARD,33,,33.1015037593985,49.31127819548872
Monza,BOT,Kick Sauber,19.0,2,MEDIUM,19,34.0,33.1015037593985,49.31127819548872
Monza,HUL,Haas F1 Team,10.0,1,MEDIUM,5,,33.1015037593985,49.31127819548872
Monza,HUL,Haas F1 Team,10.0,2,HARD,47,6.0,33.1015037593985,49.31127819548872
Monza,ZHO,Kick Sauber,20.0,1,MEDIUM,15,,33.1015037593985,49.31127819548872
Monza,ZHO,Kick Sauber,20.0,2,HARD,37,16.0,33.1015037593985,49.31127819548872
Monza,STR,Aston Martin,17.0,1,HARD,36,,33.1015037593985,49.31127819548872
Monza,STR,Aston Martin,17.0,2,MEDIUM,14,37.0,33.1015037593985,49.31127819548872
Monza,STR,Aston Martin,17.0,3,SOFT,2,51.0,33.1015037593985,49.31127819548872
Monza,TSU,RB,16.0,1,HARD,7,,33.1015037593985,49.31127819548872
Abu Dhabi,VER,Red Bull Racing,4.0,1,MEDIUM,29,,26.76824324324324,31.805405405405406
Abu Dhabi,VER,Red Bull Racing,4.0,2,HARD,29,30.0,26.76824324324324,31.805405405405406
Abu Dhabi,GAS,Alpine,5.0,1,MEDIUM,14,,26.76824324324324,31.805405405405406
Abu Dhabi,GAS,Alpine,5.0,2,HARD,44,15.0,26.76824324324324,31.805405405405406
Abu Dhabi,PER,Red Bull Racing,10.0,1,MEDIUM,1,,26.76824324324324,31.805405405405406
Abu Dhabi,ALO,Aston Martin,8.0,1,MEDIUM,13,,26.76824324324324,31.805405405405406
Abu Dhabi,ALO,Aston Martin,8.0,2,HARD,45,14.0,26.76824324324324,31.805405405405406
Abu Dhabi,LEC,Ferrari,19.0,1,MEDIUM,20,,26.76824324324324,31.805405405405406
Abu Dhabi,LEC,Ferrari,19.0,2,HARD,38,21.0,26.76824324324324,31.805405405405406
Abu Dhabi,STR,Aston Martin,13.0,1,MEDIUM,11,,26.76824324324324,31.805405405405406
Abu Dhabi,STR,Aston Martin,13.0,2,HARD,46,12.0,26.76824324324324,31.805405405405406
Abu Dhabi,MAG,Haas F1 Team,14.0,1,MEDIUM,12,,26.76824324324324,31.805405405405406
Abu Dhabi,MAG,Haas F1 Team,14.0,2,HARD,18,13.0,26.76824324324324,31.805405405405406
Abu Dhabi,MAG,Haas F1 Team,14.0,3,SOFT,27,31.0,26.76824324324324,31.805405405405406
Abu Dhabi,TSU,RB,11.0,1,MEDIUM,22,,26.76824324324324,31.805405405405406
Abu Dhabi,TSU,RB,11.0,2,HARD,35,23.0,26.76824324324324,31.805405405405406
Abu Dhabi,ALB,Williams,18.0,1,MEDIUM,12,,26.76824324324324,31.805405405405406
Abu Dhabi,ALB,Williams,18.0,2,HARD,45,13.0,26.76824324324324,31.805405405405406
Abu Dhabi,ZHO,Kick Sauber,15.0,1,MEDIUM,12,,26.76824324324324,31.805405405405406
Abu Dhabi,ZHO,Kick Sauber,15.0,2,HARD,45,13.0,26.76824324324324,31.805405405405406
Abu Dhabi,HUL,Haas F1 Team,7.0,1,MEDIUM,13,,26.76824324324324,31.805405405405406
Abu Dhabi,HUL,Haas F1 Team,7.0,2,HARD,45,14.0,26.76824324324324,31.805405405405406
Abu Dhabi,LAW,RB,12.0,1,MEDIUM,23,,26.76824324324324,31.805405405405406
Abu Dhabi,LAW,RB,12.0,2,HARD,33,24.0,26.76824324324324,31.805405405405406
Abu Dhabi,NOR,McLaren,1.0,1,MEDIUM,26,,26.76824324324324,31.805405405405406
Abu Dhabi,NOR,McLaren,1.0,2,HARD,32,27.0,26.76824324324324,31.805405405405406
Abu Dhabi,COL,Williams,20.0,1,MEDIUM,3,,26.76824324324324,31.805405405405406
Abu Dhabi,COL,Williams,20.0,2,HARD,23,4.0,26.76824324324324,31.805405405405406
Abu Dhabi,HAM,Mercedes,16.0,1,HARD,34,,26.76824324324324,31.805405405405406
Abu Dhabi,HAM,Mercedes,16.0,2,MEDIUM,24,35.0,26.76824324324324,31.805405405405406
Abu Dhabi,SAI,Ferrari,3.0,1,MEDIUM,25,,26.76824324324324,31.805405405405406
Abu Dhabi,SAI,Ferrari,3.0,2,HARD,33,26.0,26.76824324324324,31.805405405405406
Abu Dhabi,DOO,Alpine,17.0,1,MEDIUM,22,,26.76824324324324,31.805405405405406
Abu Dhabi,DOO,Alpine,17.0,2,HARD,35,23.0,26.76824324324324,31.805405405405406
Abu Dhabi,RUS,Mercedes,6.0,1,MEDIUM,26,,26.76824324324324,31.805405405405406
Abu Dhabi,RUS,Mercedes,6.0,2,HARD,32,27.0,26.76824324324324,31.805405405405406
Abu Dhabi,BOT,Kick Sauber,9.0,1,MEDIUM,6,,26.76824324324324,31.805405405405406
Abu Dhabi,BOT,Kick Sauber,9.0,2,HARD,24,7.0,26.76824324324324,31.805405405405406
Abu Dhabi,PIA,McLaren,2.0,1,MEDIUM,4,,26.76824324324324,31.805405405405406
Abu Dhabi,PIA,McLaren,2.0,2,HARD,54,5.0,26.76824324324324,31.805405405405406
